Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
360	-413.747	-427.0072	13.26012	0.0224698	0.269161	0.730839	0.97753	0.3423004	0.124949	0.0382802	0.0291531	0.0277066	0.00642184	0.0125562	0.000974013	0.058287	0.0407372	0.0286718	0.0135377	0.0190319	0.0257633	0.0221604	0.100268	0.874115	0.0553678	0.0414848	0.0290319	0.197397	0.453248	0.781237	1.28002	2.2063	5.06594	1.173208	0.227802	0.0697909	0.0531508	0.0505135	0.011708	0.0228919	0.00177578	0.106266	0.0742704	0.0522733	0.0246813	0.0346982	0.0469706	0.0404019	0.182805	0.5484988
396	-409.9263	-422.9348	13.00848	0.0341931	0.291537	0.708463	0.965807	0.4112544	0.229129	0.0458842	0.0429792	0.0100668	0.00146835	0.0102449	0.00911495	0.274491	0.0253577	0.0314941	0.0634294	0.0313409	0.0158036	0.0160602	0.0812394	0.849502	0.0250205	0.0544825	0.0709952	0.197079	0.452891	0.781046	1.28033	2.20804	5.07412	1.174374	0.257998	0.0516654	0.0483943	0.0113352	0.00165335	0.0115357	0.0102634	0.309075	0.0285526	0.0354622	0.0714211	0.0352897	0.0177947	0.0180837	0.0914751	0.8881039
432	-404.8814	-416.8268	11.94539	0.00663467	0.215966	0.784034	0.993365	0.2282329	0.0381682	0.0185671	0.00869458	0.0161691	0.000958657	0.00214384	0.00208082	0.0341124	0.0126116	0.000921177	0.00197712	0.01293	0.0131097	0.0113047	0.0294051	0.936851	0.0237448	0.00246547	0.0369388	0.046643	0.224266	0.627264	1.59423	4.45899	21.4394	2.216374	0.187878	0.0913941	0.0427979	0.0795902	0.00471887	0.0105528	0.0102426	0.167914	0.0620792	0.00453437	0.0097321	0.0636461	0.0645307	0.0556462	0.144743	0.2031541
468	-410.9538	-422.2644	11.31061	0.0053537	0.208232	0.791768	0.994646	0.2153924	0.0339674	0.0197895	0.00970132	0.00479393	0.000247113	0.000437365	0.000800187	0.0346713	0.000477649	0.00634849	0.00254989	0.024772	0.0141579	0.0118461	0.0290625	0.829423	0.0229448	0.00750467	0.140128	0.0203286	0.149575	0.552804	1.80896	6.6856	49.1918	2.816878	0.175431	0.102206	0.0501042	0.0247591	0.00127626	0.00225885	0.00413272	0.179066	0.00246691	0.032788	0.0131694	0.12794	0.0731211	0.0611812	0.150098	0.1936227
504	-409.3869	-420.9512	11.56431	0.00580494	0.211098	0.788902	0.994195	0.2200693	0.0159374	0.00577019	0.0344254	0.00591152	0.000463882	0.000561699	0.000722927	0.0260222	0.00633522	0.00633175	0.000276568	0.0120117	0.012165	0.0282381	0.00486262	0.932653	0.0245808	0.00259085	0.0401756	0.0341364	0.192596	0.598168	1.67177	5.19222	29.2942	2.442086	0.099586	0.0360555	0.21511	0.0369387	0.00289861	0.00350982	0.00451727	0.162602	0.0395862	0.0395645	0.00172816	0.075056	0.0760141	0.176448	0.0303845	0.1600361
540	-413.8556	-426.6118	12.75617	0.0586485	0.323607	0.676393	0.941351	0.5504634	0.0846668	0.00741454	0.0804267	0.0082873	0.00296311	0.00319109	0.00330184	0.0386754	0.00930752	0.0139195	0.00138018	0.0412149	0.0344519	0.0686735	0.0174955	0.67847	0.118911	0.0140747	0.188544	0.129576	0.369127	0.732769	1.36469	2.70909	7.71747	1.477581	0.203835	0.0178505	0.193627	0.0199516	0.00713366	0.00768252	0.00794916	0.0931109	0.0224078	0.033511	0.00332277	0.0992246	0.0829427	0.165331	0.0421202	0.4153697
576	-406.2908	-419.0433	12.75249	0.0287922	0.282106	0.717894	0.971208	0.380061	0.230526	0.0393465	0.102805	0.0235656	0.0015437	0.00972347	0.000424374	0.22814	0.0875693	0.0324291	0.0291227	0.0344607	0.0409042	0.158936	0.0197708	0.964067	0.00726595	0.021517	0.00715053	0.163132	0.413003	0.7589	1.3177	2.42129	6.13	1.311065	0.221815	0.0378599	0.0989209	0.0226752	0.00148537	0.00935608	0.00040834	0.21952	0.0842606	0.0312038	0.0280224	0.0331586	0.0393587	0.152931	0.0190237	1.039268
612	-409.796	-422.4366	12.64061	0.0338231	0.290929	0.709071	0.966177	0.409137	0.258822	0.0217792	0.00372436	0.00493727	0.00380297	0.00463186	0.0123957	0.0963512	0.146058	0.0147616	0.0682078	0.0784495	0.152168	0.0328884	0.0950897	0.895815	0.0289205	0.0219471	0.0533179	0.135575	0.377365	0.737832	1.35532	2.64996	7.37601	1.44486	0.260366	0.0219092	0.00374659	0.00496674	0.00382567	0.0046595	0.0124697	0.0969263	0.14693	0.0148497	0.0686149	0.0789178	0.153076	0.0330847	0.0956572	0.994067
648	-409.4949	-421.5699	12.07499	0.0193088	0.261621	0.738379	0.980691	0.3225629	0.0654886	3.88826e-05	0.0246709	0.00542071	0.00109724	0.00247778	0.000536682	0.0270377	0.0518288	0.0297777	0.030682	0.000969468	0.0175532	0.027932	0.0156185	0.909733	0.0194051	0.0262658	0.0445959	0.0435842	0.216969	0.620824	1.61076	4.60896	22.9441	2.265418	0.217476	0.000129122	0.0819275	0.0180012	0.00364374	0.00822828	0.00178223	0.0897876	0.172114	0.0988866	0.10189	0.00321943	0.058291	0.0927571	0.0518662	0.3011302
684	-408.1093	-420.6364	12.52707	0.0357027	0.293966	0.706034	0.964297	0.4198723	0.486673	0.000954279	0.165281	0.0170977	0.00381226	0.0123035	0.000318766	0.224009	0.111402	0.181219	0.0359352	0.00207704	0.0420327	0.0336416	0.049067	0.914025	0.0295214	0.0336217	0.0228321	0.211525	0.468789	0.789498	1.26663	2.13316	4.72758	1.123225	0.356322	0.000698684	0.121012	0.0125182	0.00279118	0.0090081	0.000233387	0.16401	0.0815639	0.132681	0.0263103	0.00152073	0.0307747	0.024631	0.0359249	1.365823
720	-416.0771	-428.6052	12.52815	0.0762073	0.340538	0.659462	0.923793	0.6551637	0.184025	0.0346914	0.0328329	0.000669768	0.00352736	0.00261047	0.0150915	0.0695157	0.06649	0.107525	0.00996192	0.0318918	0.0426956	0.0911484	0.019228	0.796701	0.0344542	0.0700064	0.0988381	0.11861	0.353547	0.722976	1.38317	2.82848	8.43098	1.54152	0.258497	0.0487303	0.0461198	0.00094081	0.00495481	0.00366688	0.0211988	0.0976473	0.0933972	0.151039	0.0139933	0.0447978	0.0599737	0.128034	0.0270092	0.7119057
756	-410.0118	-422.9557	12.94391	0.0181522	0.258628	0.741371	0.981848	0.3151343	0.159488	0.0124584	0.0324972	0.00235846	0.00191389	0.00263196	0.0111292	0.0443264	0.013918	0.110587	0.0250281	0.039991	0.0476959	0.0127425	0.0345168	0.857548	0.0365278	0.00691617	0.0990081	0.124772	0.362388	0.728568	1.37256	2.75948	8.01465	1.504902	0.289303	0.022599	0.0589484	0.00427814	0.0034717	0.00477426	0.0201879	0.0804061	0.0252466	0.200599	0.0453997	0.0725417	0.0865182	0.0231143	0.0626118	0.5512822
792	-405.146	-417.1397	11.99369	0.0402438	0.300825	0.699175	0.959756	0.4456512	0.0662695	0.00641256	0.0211633	7.36027e-05	0.000705726	0.00130255	0.00330875	0.0607711	0.0318973	0.0459436	0.00457078	0.00270928	0.0127084	0.0175206	0.0185934	0.929717	0.0046973	0.051965	0.0136208	0.0450909	0.220595	0.624042	1.60246	4.5332	22.1774	2.240845	0.225444	0.0218151	0.0719961	0.000250392	0.00240083	0.00443118	0.0112561	0.206739	0.108512	0.156297	0.0155495	0.00921681	0.043233	0.0596039	0.0632536	0.2939504
828	-410.6352	-423.2766	12.64135	0.0249163	0.274464	0.725536	0.975084	0.3571309	0.338624	0.0674562	0.202248	0.00366123	0.00127712	0.00994578	0.00305836	0.0719796	0.00879088	0.114932	0.0198042	0.148512	0.0509776	0.0269183	0.0372963	0.75943	0.069794	0.0326549	0.138121	0.150624	0.397244	0.749744	1.33379	2.51735	6.63905	1.368747	0.306314	0.0610198	0.18295	0.00331189	0.00115526	0.0089968	0.00276654	0.0651116	0.00795209	0.103965	0.0179145	0.134341	0.0461135	0.0243499	0.0337376	1.10548
864	-403.8301	-415.8281	11.99803	0.00353704	0.194468	0.805532	0.996463	0.1941534	0.0474688	0.02303	0.0220882	0.000120422	0.00043439	0.00171871	0.00075533	0.0344388	0.0111953	0.0410178	0.0109671	0.0290857	0.0119251	0.0209757	0.016332	0.928147	0.00435892	0.00635712	0.0611374	0.0417639	0.212501	0.616807	1.62125	4.70586	23.9441	2.296266	0.174805	0.0848083	0.0813402	0.000443457	0.00159965	0.00632918	0.00278152	0.126822	0.0412268	0.151049	0.0403865	0.107109	0.0439144	0.0772434	0.0601429	0.2715532
900	-421.5316	-433.8746	12.343	9.65652e-08	0.0668236	0.933176	1	0.05298199	0.11702	0.0652416	0.0836257	0.0393383	0.00254971	0.00416973	0.00622882	0.151786	0.0185328	0.0212645	0.0248887	0.0620246	0.123636	0.168054	0.173489	0.354453	0.52651	0.0495601	0.0694772	0.296245	0.552488	0.831016	1.20335	1.80999	3.37558	0.8796623	0.110204	0.0614415	0.0787548	0.037047	0.0024012	0.00392685	0.00586601	0.142945	0.0174533	0.0200259	0.023439	0.0584119	0.116435	0.158265	0.163383	1.061849
936	-408.4619	-420.8162	12.35426	0.0507385	0.314625	0.685375	0.949261	0.505099	0.264312	0.0299782	0.14325	0.0197652	0.000772021	0.00282941	0.0076142	0.157845	0.0492529	0.0700001	0.0811273	0.0413787	0.0221772	0.0753004	0.0118441	0.949902	0.0149062	0.0272983	0.00789342	0.101069	0.327002	0.705584	1.41727	3.05808	9.89419	1.657236	0.270411	0.0306699	0.146555	0.0202213	0.000789834	0.00289469	0.00778988	0.161487	0.0503893	0.0716152	0.0829991	0.0423334	0.0226889	0.0770378	0.0121173	0.9774474
972	-405.6413	-418.3126	12.67128	0.0143261	0.247581	0.752419	0.985674	0.2894713	0.188784	0.0340814	0.0676781	0.00476071	0.00122503	0.0021349	0.000244421	0.0673152	0.0232389	0.0253715	0.00332465	0.010996	0.0127759	0.0492669	0.0232077	0.883614	0.000446437	0.00488769	0.111052	0.083732	0.298326	0.685667	1.45843	3.35204	11.9429	1.793308	0.366994	0.0662541	0.131566	0.00925479	0.00238145	0.00415024	0.000475152	0.13086	0.0451763	0.049322	0.0064631	0.0213762	0.0248363	0.0957746	0.0451156	0.5144051
1008	-409.7649	-422.582	12.81708	0.0561477	0.320877	0.679123	0.943853	0.536034	0.381135	0.0238733	0.114563	0.021184	0.000381762	0.012135	0.0134612	0.213386	0.158382	0.231742	0.0248857	0.1205	0.0654354	0.0567045	0.0255092	0.832777	0.017611	0.0826412	0.0669704	0.4392	0.669461	0.882327	1.13337	1.49374	2.27687	0.5949417	0.260467	0.016315	0.0782919	0.0144771	0.000260896	0.00829304	0.00919934	0.145827	0.108238	0.158372	0.0170068	0.0823491	0.0447184	0.0387517	0.0174329	1.463276
1044	-420.5135	-431.4634	10.94989	0.0294998	0.283415	0.716585	0.9705	0.3841895	0.0440219	0.00322075	0.0117157	0.00329427	0.000375107	0.000288967	0.000527411	0.0198014	0.0066759	0.0122748	0.00928331	0.00862969	0.0148507	0.00105996	0.011414	0.767991	0.0238782	0.00817314	0.199957	0.0171182	0.137548	0.538534	1.85689	7.27021	58.4173	2.941164	0.298588	0.0218454	0.0794642	0.022344	0.00254424	0.00195998	0.00357727	0.134307	0.0452806	0.0832563	0.0629659	0.0585326	0.100728	0.00718941	0.0774175	0.1474339
1080	-409.5	-419.6764	10.17639	0.0325901	0.288865	0.711135	0.96741	0.4020632	0.0198297	0.000443513	0.00388937	0.00313033	7.22776e-05	0.000410193	0.000319087	0.00904964	0.00199163	0.0136646	0.00156448	0.00389166	0.00424943	0.00329753	0.000375872	0.88753	0.104135	0.00238696	0.00594739	0.0144946	0.126828	0.525073	1.9045	7.88469	68.9913	3.06146	0.299635	0.00670169	0.0587702	0.0473008	0.00109215	0.0061982	0.00482156	0.136744	0.0300944	0.206479	0.0236401	0.0588048	0.0642109	0.0498271	0.00567959	0.0661793
1116	-407.7177	-418.3863	10.66868	0.0124389	0.241298	0.758702	0.987561	0.2759877	0.0285019	0.00338023	0.00794631	0.00272465	2.65626e-05	0.00110492	3.46509e-05	0.00810653	0.00234272	0.015842	0.0098442	0.00922024	0.00492957	0.00507026	0.00164029	0.900031	0.023145	0.00163163	0.0751924	0.0158547	0.132499	0.532288	1.87868	7.54722	63.0726	2.996605	0.282996	0.0335623	0.0788989	0.027053	0.00026374	0.0109708	0.000344049	0.0804898	0.0232608	0.157295	0.0977431	0.0915478	0.0489457	0.0503426	0.0162865	0.1007151
1152	-403.3869	-415.254	11.86709	0.00516627	0.206988	0.793012	0.994834	0.2133929	0.0854902	0.0190663	0.0651197	0.00415941	0.000788962	0.00165117	0.000256343	0.0467556	0.00353811	0.0233771	0.0289398	0.0206508	0.0119025	0.00936894	0.00907826	0.973068	0.00753968	0.00779688	0.011595	0.0306541	0.18275	0.588454	1.69937	5.47197	32.6221	2.519887	0.258949	0.0577517	0.197247	0.0125988	0.00238976	0.00500137	0.00077646	0.141622	0.0107169	0.0708089	0.0876582	0.062551	0.0360526	0.0283784	0.027498	0.3301431
1188	-408.6682	-421.3936	12.72538	0.0215329	0.267015	0.732985	0.978467	0.3365264	0.122737	0.00674758	0.0218233	0.0075166	0.000605755	0.00390048	0.0171949	0.059948	0.0304085	0.0903158	0.0365167	0.0170278	0.0170278	0.0399954	0.0282109	0.866129	0.016331	0.0116864	0.105854	0.0931717	0.31428	0.696903	1.43492	3.18187	10.7329	1.716068	0.245486	0.0134958	0.0436486	0.0150339	0.00121157	0.00780133	0.0343914	0.119902	0.0608198	0.18064	0.0730368	0.0340572	0.0340572	0.0799946	0.0564244	0.4999764
1224	-409.4349	-421.8668	12.43189	0.0114153	0.237588	0.762412	0.988585	0.2683654	0.0758955	0.0768593	0.00686603	0.00810385	0.000336878	0.00213294	0.000161699	0.0214413	0.0476453	0.0622843	0.00127541	0.00612555	0.0140844	0.0127748	0.0047002	0.940083	0.0370629	0.00629522	0.0165585	0.0652432	0.264147	0.660126	1.51486	3.78577	15.3273	1.973713	0.222772	0.225601	0.0201535	0.0237868	0.000988817	0.00626068	0.000474624	0.0629353	0.13985	0.18282	0.00374362	0.01798	0.0413411	0.0374973	0.0137962	0.3406876
1260	-415.8611	-428.2635	12.40243	0.0633351	0.328485	0.671516	0.936665	0.5777778	0.253601	0.0217241	0.143796	0.0568668	9.80454e-05	0.0040825	0.00536748	0.113354	0.15325	0.0083557	0.289077	0.0262019	0.0550276	0.0782654	0.0194254	0.756662	0.0566999	0.0347052	0.151933	0.174797	0.427151	0.766917	1.30392	2.34109	5.72092	1.261126	0.206432	0.0176835	0.117051	0.0462899	7.98095e-05	0.00332318	0.00436916	0.092271	0.124746	0.00680159	0.23531	0.0213285	0.0447928	0.0637085	0.0158124	1.228493
1296	-414.6997	-427.5186	12.81897	0.0331011	0.289727	0.710273	0.966899	0.404998	0.297512	0.0202553	0.0590943	0.00333078	1.49343e-05	0.0168223	0.0154011	0.115417	0.141851	0.0463336	0.141066	0.160051	0.0336031	0.304532	0.0189564	0.652502	0.113259	0.028318	0.205922	0.315751	0.56994	0.839118	1.19173	1.75457	3.16705	0.8335551	0.216492	0.0147393	0.0430014	0.00242373	1.08673e-05	0.0122412	0.011207	0.0839858	0.103221	0.0337158	0.10265	0.116465	0.0244522	0.221601	0.0137941	1.37424
1332	-406.2444	-419.4883	13.24389	0.0362048	0.294757	0.705243	0.963795	0.4227323	0.166193	0.0377022	0.10049	0.0109472	0.00248079	0.00680535	0.0150786	0.103435	0.00594395	0.048737	0.100346	0.0403685	0.048578	0.040406	0.0918516	0.837735	0.0415442	0.0143687	0.106352	0.255799	0.514317	0.812661	1.23053	1.94433	3.90931	0.9858044	0.202832	0.046014	0.122644	0.0133607	0.00302771	0.00830566	0.0184028	0.126239	0.00725435	0.0594815	0.122468	0.0492681	0.0592875	0.0493139	0.112101	0.8193633
1368	-417.5178	-429.837	12.31925	0.00568197	0.210334	0.789666	0.994318	0.2188129	0.10059	0.126021	0.11307	0.00626875	0.000789264	0.00281994	0.00844209	0.022313	0.00255287	0.011061	0.0153246	0.0982968	0.0116989	0.0129326	0.0386332	0.953132	0.0163264	0.012247	0.0182951	0.0520779	0.236651	0.637872	1.56771	4.22563	19.202	2.136679	0.176222	0.220774	0.198086	0.0109821	0.0013827	0.00494021	0.0147896	0.0390897	0.00447233	0.0193776	0.0268469	0.172205	0.0204951	0.0226565	0.0676809	0.5708142
1404	-420.4475	-433.0717	12.62419	0.13908	0.382875	0.617125	0.86092	1.12147	0.130881	0.0701342	0.0749217	0.0565004	0.0036492	0.0524354	0.0210259	0.105811	0.0858333	0.199227	0.0272962	0.0509177	0.13229	0.0892702	0.0450809	0.888835	0.000985552	0.0497591	0.06042	0.450419	0.677747	0.88572	1.12903	1.47548	2.22016	0.5767037	0.114279	0.061238	0.0654181	0.0493335	0.00318631	0.0457842	0.0183588	0.0923892	0.0749457	0.173956	0.0238338	0.044459	0.115509	0.0779466	0.0393626	1.145274
1440	-414.6638	-427.9904	13.32669	0.0442086	0.306336	0.693663	0.955792	0.4680789	0.173298	0.0682451	0.0761081	0.0688562	0.00325749	0.00835718	0.0139707	0.0196225	0.063257	0.193949	0.0190367	0.0608132	0.100159	0.118451	0.00533906	0.880425	0.0435203	0.0297919	0.0462632	0.376603	0.621094	0.861924	1.1602	1.61006	2.65531	0.7061222	0.174568	0.0687456	0.0766662	0.0693611	0.00328138	0.00841846	0.0140732	0.0197664	0.0637209	0.195371	0.0191763	0.0612592	0.100894	0.11932	0.00537821	0.9927209
1476	-411.2921	-423.3787	12.08661	0.0281811	0.280955	0.719045	0.971819	0.3764832	0.0617233	0.0169817	0.0344712	0.00569086	0.000274813	0.000989367	0.0034779	0.0406355	0.00501458	0.0434469	0.0127023	0.0104551	0.00211819	0.0139188	0.0240351	0.847189	0.0587961	0.064806	0.0292092	0.0490293	0.22979	0.632044	1.58217	4.35179	20.396	2.180296	0.223687	0.0615423	0.124925	0.0206239	0.000995931	0.0035855	0.012604	0.147264	0.018173	0.157453	0.0460335	0.0378896	0.00767641	0.0504423	0.0871042	0.2759356
1512	-406.1219	-418.5578	12.43587	0.0395983	0.299888	0.700112	0.960402	0.4419959	0.278531	0.014616	0.0536729	0.00489358	0.000501404	0.00161706	0.0095483	0.0863635	0.0217812	0.0163665	0.0138838	0.0983762	0.0283878	0.0132731	0.0791509	0.856865	0.0108478	0.0224203	0.109867	0.077933	0.288064	0.67822	1.47445	3.47144	12.8315	1.845204	0.386332	0.0202729	0.0744461	0.00678755	0.000695464	0.00224292	0.0132438	0.119789	0.0302113	0.0227009	0.0192572	0.136451	0.0393749	0.0184102	0.109785	0.7209631
1548	-415.9124	-428.3295	12.41708	0.139481	0.38309	0.61691	0.860519	1.125118	0.135559	0.0489864	0.136244	0.0526516	0.00550482	0.0130117	0.00832053	0.118838	0.03066	0.144167	0.0143219	0.147512	0.0323442	0.0230101	0.0938611	0.861015	0.107895	0.000297278	0.0307931	0.276248	0.533974	0.822226	1.21621	1.87275	3.61994	0.9301965	0.134886	0.0487431	0.135567	0.05239	0.00547747	0.012947	0.00827919	0.118247	0.0305077	0.143451	0.0142507	0.146779	0.0321835	0.0228958	0.0933948	1.004993
1584	-411.8307	-425.2061	13.37539	2.43943e-05	0.103724	0.896276	0.999976	0.08698558	0.220649	0.0699546	0.072262	0.0170546	0.000675484	0.0223375	0.0260776	0.15968	0.0349741	0.0879715	0.10229	0.120815	0.0517402	0.0170848	0.107367	0.234009	0.69102	0.0618945	0.0130763	0.693379	0.836452	0.945808	1.0573	1.19553	1.44221	0.2647724	0.198616	0.0629692	0.0650462	0.0153516	0.000608033	0.0201069	0.0234736	0.143735	0.0314817	0.079187	0.0920754	0.108751	0.0465736	0.0153787	0.0966458	1.110934
1620	-411.3129	-424.3758	13.06285	0.0168632	0.25512	0.74488	0.983137	0.3066932	0.12695	0.0291908	0.0180543	0.00343041	0.00515021	0.00690442	0.0131325	0.123643	0.111238	0.0931528	0.0323114	0.00322673	0.0369911	0.0350146	0.0606521	0.799333	0.0672198	0.00807786	0.125369	0.158462	0.407194	0.755553	1.32353	2.45583	6.31068	1.332069	0.181606	0.0417582	0.0258271	0.0049073	0.00736753	0.00987697	0.0187864	0.176874	0.159129	0.133258	0.0462223	0.00461593	0.0529168	0.0500893	0.0867645	0.6990427
