Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
1044	-410.6197	-423.9768	13.35709	0.0189936	0.260819	0.739181	0.981006	0.3205512	0.158303	0.0139227	0.0743739	0.0265512	0.006422	0.00316895	0.0039133	0.100392	0.051799	0.0286997	0.0153435	0.00741301	0.00606533	0.0507538	0.0383381	0.866808	0.0809074	0.00340695	0.0488775	0.224362	0.482454	0.796607	1.25532	2.07274	4.45709	1.080623	0.270391	0.0237808	0.127035	0.0453511	0.0109692	0.00541275	0.00668415	0.171476	0.0884757	0.0490208	0.0262076	0.0126619	0.0103599	0.0866905	0.0654837	0.5854599
1080	-408.9807	-420.4447	11.464	4.38245e-09	0.0555587	0.944441	1	0.04332911	0.631253	0.094192	0.153044	0.0120252	0.00179564	0.00600104	0.00754318	0.109394	0.17865	0.00208921	0.0780083	0.0437083	0.0227476	0.00128129	0.0417961	0.658388	0.259267	0.0473324	0.0350128	0.207164	0.46405	0.786999	1.27065	2.15494	4.8271	1.138289	0.456263	0.068081	0.110619	0.00869171	0.00129787	0.00433749	0.00545213	0.0790687	0.129126	0.00151006	0.0563836	0.0315919	0.0164417	0.000926104	0.0302098	1.383529
1116	-411.0451	-423.9967	12.95159	0.0571318	0.321963	0.678037	0.942868	0.541701	0.215445	0.0199746	0.0857904	0.0222915	0.00117622	0.00796864	0.00656182	0.0360984	0.0802886	0.0089985	0.0145356	0.0233266	0.0672784	0.0269763	0.0238459	0.889468	0.00143385	0.0960655	0.0130326	0.17172	0.423468	0.764848	1.30745	2.36145	5.82343	1.273967	0.336341	0.0311832	0.133931	0.0348002	0.00183625	0.0124402	0.0102439	0.0563547	0.125342	0.0140479	0.0226922	0.0364161	0.105031	0.0421139	0.0372269	0.6405568
1152	-409.2572	-420.8152	11.55796	0.0339991	0.291219	0.708781	0.966001	0.4101444	0.039275	0.0143276	0.0311242	0.00223325	5.6845e-05	0.000351593	0.00138315	0.0117021	0.000363734	0.00876219	0.00519269	0.0105286	0.0167352	0.00140323	0.0092876	0.899679	0.000155597	0.0724505	0.0277145	0.0395218	0.206859	0.61165	1.63492	4.83422	25.3025	2.336165	0.257158	0.0938118	0.20379	0.0146225	0.0003722	0.0023021	0.00905633	0.0766211	0.0023816	0.0573716	0.0339999	0.0689375	0.109576	0.00918781	0.0608118	0.1527269
1188	-412.626	-424.4783	11.85222	0.0221841	0.268514	0.731486	0.977816	0.3405456	0.0281206	0.0230934	0.00112998	0.000859166	0.000270122	0.00142281	0.00232773	0.0236783	0.0373368	0.0111032	0.0195851	0.00339491	0.0277473	0.00272668	0.016468	0.813954	0.0368063	0.0257191	0.123521	0.0434191	0.216568	0.620465	1.61169	4.61749	23.0313	2.268162	0.141122	0.115893	0.00567078	0.0043117	0.0013556	0.00714035	0.0116817	0.118829	0.187374	0.0557209	0.0982871	0.0170373	0.139249	0.0136837	0.082644	0.199264
1224	-405.6157	-418.1307	12.51501	0.0101185	0.232516	0.767484	0.989882	0.2583212	0.146784	0.0146559	0.0660173	0.00815793	0.000679605	0.00159904	0.0047081	0.216891	0.0105118	0.0135723	0.0211253	0.00380408	0.0902606	0.0911855	0.00755311	0.962976	0.0119801	0.00581675	0.019227	0.0727698	0.278593	0.671183	1.48991	3.58946	13.742	1.894768	0.210441	0.0210119	0.0946477	0.0116959	0.000974337	0.00229251	0.00674991	0.310952	0.0150705	0.0194584	0.030287	0.00545384	0.129405	0.130731	0.0108287	0.6975054
1260	-405.5355	-417.9902	12.45466	0.00845927	0.225269	0.774731	0.991541	0.2446713	0.187677	0.00791186	0.0577203	0.00641847	0.00118926	0.00386048	0.000570534	0.066889	0.0947184	0.0186516	0.0148607	0.0219656	0.135803	0.0314167	0.0239364	0.971795	0.0191427	0.00249717	0.00656478	0.065757	0.265159	0.660914	1.51306	3.77132	15.2075	1.968042	0.278622	0.0117458	0.0856907	0.00952876	0.00176555	0.00573121	0.000847005	0.0993023	0.140617	0.0276899	0.022062	0.0326098	0.201612	0.0466408	0.0355356	0.6735894
1296	-403.4861	-416.3119	12.82581	0.0168156	0.254987	0.745013	0.983185	0.3063781	0.24721	0.0103879	0.0322799	0.00221485	0.00119426	0.00312609	0.00111024	0.173514	0.0751957	0.0350026	0.0965976	0.0307654	0.152535	0.0442129	0.0438266	0.934594	0.0138147	0.00859106	0.0429999	0.149353	0.395605	0.748778	1.33551	2.52777	6.69555	1.374874	0.260448	0.0109442	0.0340084	0.00233345	0.00125821	0.00329349	0.00116969	0.182806	0.0792222	0.0368769	0.10177	0.0324128	0.160703	0.0465804	0.0461734	0.9491739
1332	-410.8421	-423.2095	12.36737	2.58893e-06	0.0848988	0.915101	0.999997	0.06915822	0.480441	0.0615326	0.2337	0.0255807	0.00204462	0.00675031	0.00404674	0.220972	0.127092	0.082381	0.184941	0.299578	0.0358679	0.0572214	0.090369	0.641588	0.225181	0.0365533	0.0966773	0.976305	0.988373	0.996358	1.00366	1.01176	1.02427	0.01733973	0.251208	0.0321736	0.122195	0.0133754	0.00106907	0.00352954	0.00211592	0.11554	0.0664528	0.0430746	0.0967004	0.156641	0.0187543	0.0299194	0.0472513	1.912519
1368	-411.6837	-423.14	11.4563	0.0100724	0.232327	0.767673	0.989928	0.2579552	0.0148384	0.0224997	0.0226783	0.00934931	0.000130652	0.000293871	0.000881086	0.0132543	0.0128954	0.00567491	0.00163724	0.0149027	0.0138911	0.00477947	0.000191904	0.903586	0.00403379	0.0039472	0.0884332	0.0336844	0.191348	0.596956	1.67517	5.22609	29.6873	2.451724	0.107604	0.163161	0.164457	0.0677986	0.00094745	0.00213107	0.00638939	0.0961165	0.093514	0.0411529	0.0118728	0.10807	0.100734	0.0346594	0.00139164	0.1378983
1404	-410.6402	-423.1731	12.53294	0.0261263	0.276941	0.723059	0.973874	0.3643546	0.378847	0.032306	0.122219	0.031693	0.00565897	0.00301605	0.00547939	0.0500057	0.0030411	0.0248731	0.0142072	0.12029	0.0890789	0.0296222	0.00619953	0.903985	0.0226863	0.0112987	0.0620296	0.100353	0.325869	0.70482	1.4188	3.06872	9.96485	1.662381	0.413346	0.0352479	0.133349	0.034579	0.00617429	0.0032907	0.00597835	0.0545594	0.00331803	0.0271381	0.0155009	0.131244	0.0971907	0.0323196	0.00676407	0.916538
1440	-411.5438	-424.7421	13.19834	0.0508587	0.31477	0.68523	0.949141	0.505783	0.0717026	0.0458973	0.0927584	0.0398763	0.0011617	0.0102394	0.00382162	0.191147	0.054758	0.0517174	0.0399024	0.109026	0.0947849	0.0409306	0.0352555	0.844968	0.102844	0.00506142	0.0471263	0.288121	0.545046	0.827508	1.20845	1.83471	3.47076	0.899768	0.0812053	0.0519801	0.105052	0.0451611	0.00131566	0.0115964	0.00432809	0.21648	0.062015	0.0585715	0.0451906	0.123475	0.107347	0.0463552	0.0399279	0.8829794
1476	-414.8304	-426.5766	11.74616	2.80274e-05	0.105153	0.894847	0.999972	0.08838322	0.168167	0.148391	0.271755	0.0508154	0.00442065	0.0155109	0.00617057	0.478235	0.0418584	0.200125	0.242736	0.168116	0.244515	0.0681824	0.109917	0.255056	0.399085	0.122276	0.223583	0.58958	0.772846	0.922757	1.08371	1.29392	1.69612	0.3820294	0.0757881	0.0668755	0.122472	0.022901	0.00199226	0.00699029	0.00278089	0.215526	0.0188643	0.0901907	0.109394	0.075765	0.110195	0.0307278	0.0495363	2.218916
1512	-410.9183	-423.3354	12.41711	0.0503869	0.314201	0.685799	0.949613	0.5030985	0.2451	0.135218	0.302829	0.000762036	0.0120651	0.0080609	0.000384783	0.140439	0.0123744	0.0901855	0.013232	0.266007	0.258219	0.00710096	0.0886413	0.826615	0.0528423	0.0248274	0.0957151	0.299953	0.55585	0.83259	1.20107	1.79905	3.33386	0.8706689	0.155066	0.0855472	0.191589	0.000482113	0.00763316	0.00509984	0.000243438	0.0888508	0.00782885	0.0570571	0.00837143	0.168293	0.163366	0.00449252	0.0560801	1.580618
1548	-414.1546	-426.1162	11.96162	0.040005	0.300479	0.699521	0.959995	0.4442993	0.112206	0.154744	0.16732	1.31177e-05	0.0011163	0.00572457	0.000957566	0.218501	0.050625	0.056926	0.0415322	0.207454	0.0764249	0.0378504	0.077067	0.818295	0.106026	0.00973061	0.065948	0.0764778	0.285429	0.676278	1.47868	3.5035	13.0757	1.858832	0.0928502	0.128051	0.138457	1.08549e-05	0.000923739	0.00473707	0.000792384	0.18081	0.0418921	0.0471062	0.0343678	0.171668	0.0632414	0.0313212	0.0637727	1.208462
1584	-408.0014	-420.2174	12.21602	0.01378	0.24583	0.75417	0.98622	0.2856368	0.14842	0.00910799	0.0417331	9.66803e-06	0.000144942	0.000954885	0.00363231	0.0338819	0.0834131	0.0139302	0.00907493	0.00296517	0.0616518	0.0765667	0.0193815	0.867808	0.017636	0.00911668	0.10544	0.0445101	0.219205	0.622812	1.60562	4.56195	22.4668	2.250219	0.293977	0.0180404	0.0826614	1.91496e-05	0.000287089	0.00189136	0.00719458	0.0671104	0.165218	0.0275918	0.0179749	0.00587317	0.122115	0.151657	0.0383893	0.5048676
1620	-406.5549	-419.2219	12.66703	0.0225002	0.26923	0.73077	0.9775	0.3424866	0.300659	0.036667	0.0289965	7.7333e-05	0.00107795	0.00338626	0.00222984	0.0885417	0.0589006	0.0171136	0.00731293	0.000380985	0.0611416	0.00610293	0.0249632	0.897407	0.0418897	0.00778682	0.0529169	0.0903229	0.309556	0.693618	1.44172	3.23043	11.0714	1.738521	0.471584	0.0575121	0.045481	0.000121297	0.00169076	0.00531134	0.0034975	0.138878	0.0923857	0.0268426	0.0114703	0.000597575	0.0959006	0.00957245	0.0391548	0.6375518
